input_trafo,output_trafo,init,init_size_fraction,random_interleave_iter,surrogate,extratrees,trees,variance_estimator,kernel,nugget,scaling,acqf,lambda,epsilon_decay,lambda_decay,acqopt,parameter,iteration,id,mean_meta_score,n_na,n,batch_nr
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,input_trafo,1,1,0.756604416308967,0,8,1
unitcube,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,input_trafo,1,2,0.758200190578269,0,8,1
none,standardize,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,output_trafo,1,3,0.754578679705694,0,8,1
none,log,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,output_trafo,1,4,0.813730646946886,0,8,1
none,none,lhs,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,init,1,5,0.767127983211866,0,8,1
none,none,sobol,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,init,1,6,0.757134310140863,0,8,1
none,none,random,0.05,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,init_size_fraction,1,7,0.810488207092241,0,8,1
none,none,random,0.10,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,init_size_fraction,1,8,0.803534258143812,0,8,1
none,none,random,0.25,2,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,random_interleave_iter,1,9,0.585898994497012,0,8,1
none,none,random,0.25,4,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,random_interleave_iter,1,10,0.681703075867615,0,8,1
none,none,random,0.25,0,rf,TRUE,10,jack,,,,EI,,FALSE,,RS_1000,surrogate,1,11,0.265680485001645,0,8,1
none,none,random,0.25,0,rf,FALSE,10,jack,,,,EI,,FALSE,,RS_1000,surrogate,1,12,0.136967834471853,0,8,1
none,none,random,0.25,0,rf,TRUE,500,jack,,,,EI,,FALSE,,RS_1000,surrogate,1,13,0.586628568560873,0,8,1
none,none,random,0.25,0,rf,FALSE,500,jack,,,,EI,,FALSE,,RS_1000,surrogate,1,14,0.575577676094477,0,8,1
none,none,random,0.25,0,rf,TRUE,10,ensemble_standard_deviation,,,,EI,,FALSE,,RS_1000,surrogate,1,15,0.408918981783228,0,8,1
none,none,random,0.25,0,rf,FALSE,10,ensemble_standard_deviation,,,,EI,,FALSE,,RS_1000,surrogate,1,16,0.486537033654125,0,8,1
none,none,random,0.25,0,rf,TRUE,500,ensemble_standard_deviation,,,,EI,,FALSE,,RS_1000,surrogate,1,17,0.511201637259792,0,8,1
none,none,random,0.25,0,rf,FALSE,500,ensemble_standard_deviation,,,,EI,,FALSE,,RS_1000,surrogate,1,18,0.591661405141215,0,8,1
none,none,random,0.25,0,rf,TRUE,10,law_of_total_variance,,,,EI,,FALSE,,RS_1000,surrogate,1,19,0.59827618764864,0,8,1
none,none,random,0.25,0,rf,FALSE,10,law_of_total_variance,,,,EI,,FALSE,,RS_1000,surrogate,1,20,0.644025581190783,0,8,1
none,none,random,0.25,0,rf,TRUE,500,law_of_total_variance,,,,EI,,FALSE,,RS_1000,surrogate,1,21,0.522192215110699,0,8,1
none,none,random,0.25,0,rf,FALSE,500,law_of_total_variance,,,,EI,,FALSE,,RS_1000,surrogate,1,22,0.694441921971972,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,TRUE,EI,,FALSE,,RS_1000,surrogate,1,23,0.764367907615074,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,0,TRUE,EI,,FALSE,,RS_1000,surrogate,1,24,0.814276271513668,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,0,TRUE,EI,,FALSE,,RS_1000,surrogate,1,25,0.804486944657329,0,8,1
none,none,random,0.25,0,gp,,,,exp,0,TRUE,EI,,FALSE,,RS_1000,surrogate,1,26,0.651035319274308,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,27,0.787956445425404,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,28,0.818685040509343,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,29,0.812511974498686,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-3,TRUE,EI,,FALSE,,RS_1000,surrogate,1,30,0.659802790672246,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,31,0.769550304329672,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,32,0.831525951906075,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,33,0.80443900681823,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-8,TRUE,EI,,FALSE,,RS_1000,surrogate,1,34,0.669604793376564,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,0,FALSE,EI,,FALSE,,RS_1000,surrogate,1,35,0.81296887854331,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,0,FALSE,EI,,FALSE,,RS_1000,surrogate,1,36,0.803882516034457,0,8,1
none,none,random,0.25,0,gp,,,,exp,0,FALSE,EI,,FALSE,,RS_1000,surrogate,1,37,0.684955487974079,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,38,0.76612151416171,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,39,0.796584491962609,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,40,0.806231229852608,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-3,FALSE,EI,,FALSE,,RS_1000,surrogate,1,41,0.658491573435736,0,8,1
none,none,random,0.25,0,gp,,,,gauss,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,42,0.757078021415961,0,8,1
none,none,random,0.25,0,gp,,,,matern3_2,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,43,0.804776064845106,0,8,1
none,none,random,0.25,0,gp,,,,matern5_2,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,44,0.786756549641885,0,8,1
none,none,random,0.25,0,gp,,,,exp,1e-8,FALSE,EI,,FALSE,,RS_1000,surrogate,1,45,0.667634952587936,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,PI,,,,RS_1000,acqf,1,46,0.750515386592027,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,Mean,,,,RS_1000,acqf,1,47,0.737790690611735,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,1,,TRUE,RS_1000,acqf,1,48,0.760925699397634,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,3,,TRUE,RS_1000,acqf,1,49,0.673605543839892,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,10,,TRUE,RS_1000,acqf,1,50,0.530527280527101,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,1,,FALSE,RS_1000,acqf,1,51,0.768406061449415,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,3,,FALSE,RS_1000,acqf,1,52,0.705897079778558,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,10,,FALSE,RS_1000,acqf,1,53,0.538688794581696,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,TRUE,,RS_1000,acqf,1,54,0.67569617643965,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS,acqopt,1,55,0.781357305789105,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,LS,acqopt,1,56,0.876142716494018,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,DIRECT,acqopt,1,57,0.852289042253483,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,acqopt,1,58,0.993091490189289,0,8,1
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,LBFGSB,acqopt,1,59,0.934336894416206,0,8,1
unitcube,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,input_trafo,2,1,0.974426660997382,0,8,2
none,standardize,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,output_trafo,2,2,0.979862044727006,0,8,2
none,log,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,output_trafo,2,3,1.08218156258673,0,8,2
none,none,lhs,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init,2,4,0.973442002960922,0,8,2
none,none,sobol,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init,2,5,0.969288659398302,0,8,2
none,none,random,0.05,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init_size_fraction,2,6,1.04321863834806,0,8,2
none,none,random,0.10,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init_size_fraction,2,7,1.02022778260457,0,8,2
none,none,random,0.25,2,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,random_interleave_iter,2,8,0.855209237268177,0,8,2
none,none,random,0.25,4,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,random_interleave_iter,2,9,0.916650917592617,0,8,2
none,none,random,0.25,0,rf,TRUE,10,jack,,,,EI,,FALSE,,CMAES,surrogate,2,10,0.778031426141773,0,8,2
none,none,random,0.25,0,rf,FALSE,10,jack,,,,EI,,FALSE,,CMAES,surrogate,2,11,0.760452771690129,0,8,2
none,none,random,0.25,0,rf,TRUE,500,jack,,,,EI,,FALSE,,CMAES,surrogate,2,12,1.01531046711768,0,8,2
none,none,random,0.25,0,rf,FALSE,500,jack,,,,EI,,FALSE,,CMAES,surrogate,2,13,0.983138873288681,0,8,2
none,none,random,0.25,0,rf,TRUE,10,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,2,14,0.973257456004179,0,8,2
none,none,random,0.25,0,rf,FALSE,10,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,2,15,0.976708863842134,0,8,2
none,none,random,0.25,0,rf,TRUE,500,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,2,16,0.837744684526713,0,8,2
none,none,random,0.25,0,rf,FALSE,500,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,2,17,0.934795671941568,0,8,2
none,none,random,0.25,0,rf,TRUE,10,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,2,18,1.0040927669877,0,8,2
none,none,random,0.25,0,rf,FALSE,10,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,2,19,1.00668711412419,0,8,2
none,none,random,0.25,0,rf,TRUE,500,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,2,20,0.689346412770283,0,8,2
none,none,random,0.25,0,rf,FALSE,500,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,2,21,0.819432464246525,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,TRUE,EI,,FALSE,,CMAES,surrogate,2,22,1.00933581198672,0,8,2
none,none,random,0.25,0,gp,,,,matern3_2,0,TRUE,EI,,FALSE,,CMAES,surrogate,2,23,1.05374195389032,0,8,2
none,none,random,0.25,0,gp,,,,matern5_2,0,TRUE,EI,,FALSE,,CMAES,surrogate,2,24,1.07363773328157,0,8,2
none,none,random,0.25,0,gp,,,,exp,0,TRUE,EI,,FALSE,,CMAES,surrogate,2,25,0.692788444360413,0,8,2
none,none,random,0.25,0,gp,,,,gauss,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,2,26,0.957903732477731,0,8,2
none,none,random,0.25,0,gp,,,,matern3_2,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,2,27,0.957341117504792,0,8,2
none,none,random,0.25,0,gp,,,,matern5_2,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,2,28,0.952543920504631,0,8,2
none,none,random,0.25,0,gp,,,,exp,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,2,29,0.648725886790381,0,8,2
none,none,random,0.25,0,gp,,,,gauss,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,2,30,1.01513894864669,0,8,2
none,none,random,0.25,0,gp,,,,matern3_2,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,2,31,1.06473698153961,0,8,2
none,none,random,0.25,0,gp,,,,matern5_2,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,2,32,1.05651104194462,0,8,2
none,none,random,0.25,0,gp,,,,exp,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,2,33,0.724511393767554,0,8,2
none,none,random,0.25,0,gp,,,,matern3_2,0,FALSE,EI,,FALSE,,CMAES,surrogate,2,34,1.04411175162916,0,8,2
none,none,random,0.25,0,gp,,,,matern5_2,0,FALSE,EI,,FALSE,,CMAES,surrogate,2,35,1.05007896691363,0,8,2
none,none,random,0.25,0,gp,,,,exp,0,FALSE,EI,,FALSE,,CMAES,surrogate,2,36,0.704012841946742,0,8,2
none,none,random,0.25,0,gp,,,,gauss,1e-3,FALSE,EI,,FALSE,,CMAES,surrogate,2,37,0.911764264097878,0,8,2
none,none,random,0.25,0,gp,,,,matern3_2,1e-3,FALSE,EI,,FALSE,,CMAES,surrogate,2,38,0.965073353395564,0,8,2
none,none,random,0.25,0,gp,,,,matern5_2,1e-3,FALSE,EI,,FALSE,,CMAES,surrogate,2,39,0.966497959200958,0,8,2
none,none,random,0.25,0,gp,,,,exp,1e-3,FALSE,EI,,FALSE,,CMAES,surrogate,2,40,0.641011834227433,0,8,2
none,none,random,0.25,0,gp,,,,gauss,1e-8,FALSE,EI,,FALSE,,CMAES,surrogate,2,41,0.973781745908926,0,8,2
none,none,random,0.25,0,gp,,,,matern3_2,1e-8,FALSE,EI,,FALSE,,CMAES,surrogate,2,42,1.03798312363906,0,8,2
none,none,random,0.25,0,gp,,,,matern5_2,1e-8,FALSE,EI,,FALSE,,CMAES,surrogate,2,43,1.03269103899514,0,8,2
none,none,random,0.25,0,gp,,,,exp,1e-8,FALSE,EI,,FALSE,,CMAES,surrogate,2,44,0.708067012532144,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,PI,,,,CMAES,acqf,2,45,0.16887420697288,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,Mean,,,,CMAES,acqf,2,46,1.02157619852452,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,1,,TRUE,CMAES,acqf,2,47,0.953825270961465,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,3,,TRUE,CMAES,acqf,2,48,0.827222786210478,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,10,,TRUE,CMAES,acqf,2,49,0.659614448434954,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,1,,FALSE,CMAES,acqf,2,50,0.94213499485791,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,3,,FALSE,CMAES,acqf,2,51,0.864001961519784,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,CB,10,,FALSE,CMAES,acqf,2,52,0.635821487423126,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,TRUE,,CMAES,acqf,2,53,0.88300063296459,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS_1000,acqopt,2,54,0.763485008249655,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,RS,acqopt,2,55,0.788431364640896,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,LS,acqopt,2,56,0.867385907503568,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,DIRECT,acqopt,2,57,0.85591400215046,0,8,2
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,LBFGSB,acqopt,2,58,0.931690392158766,0,8,2
unitcube,log,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,input_trafo,3,1,1.06750087715108,0,8,3
none,none,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,output_trafo,3,2,0.974956318093941,0,8,3
none,standardize,random,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,output_trafo,3,3,0.962554553486596,0,8,3
none,log,lhs,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init,3,4,1.08609374990941,0,8,3
none,log,sobol,0.25,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init,3,5,1.09611000543914,0,8,3
none,log,random,0.05,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init_size_fraction,3,6,1.01519366822088,0,8,3
none,log,random,0.10,0,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,init_size_fraction,3,7,1.06935611170284,0,8,3
none,log,random,0.25,2,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,random_interleave_iter,3,8,1.03520749813307,0,8,3
none,log,random,0.25,4,gp,,,,gauss,0,FALSE,EI,,FALSE,,CMAES,random_interleave_iter,3,9,1.07285667242015,0,8,3
none,log,random,0.25,0,rf,TRUE,10,jack,,,,EI,,FALSE,,CMAES,surrogate,3,10,1.06710621288848,0,8,3
none,log,random,0.25,0,rf,FALSE,10,jack,,,,EI,,FALSE,,CMAES,surrogate,3,11,1.03797664058238,0,8,3
none,log,random,0.25,0,rf,TRUE,500,jack,,,,EI,,FALSE,,CMAES,surrogate,3,12,1.01831045210662,0,8,3
none,log,random,0.25,0,rf,FALSE,500,jack,,,,EI,,FALSE,,CMAES,surrogate,3,13,0.976217901696912,0,8,3
none,log,random,0.25,0,rf,TRUE,10,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,3,14,1.07269423588919,0,8,3
none,log,random,0.25,0,rf,FALSE,10,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,3,15,1.0365762082745,0,8,3
none,log,random,0.25,0,rf,TRUE,500,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,3,16,1.07026172915746,0,8,3
none,log,random,0.25,0,rf,FALSE,500,ensemble_standard_deviation,,,,EI,,FALSE,,CMAES,surrogate,3,17,1.04913743575793,0,8,3
none,log,random,0.25,0,rf,TRUE,10,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,3,18,1.07845724003698,0,8,3
none,log,random,0.25,0,rf,FALSE,10,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,3,19,1.03369825447081,0,8,3
none,log,random,0.25,0,rf,TRUE,500,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,3,20,0.95880470574002,0,8,3
none,log,random,0.25,0,rf,FALSE,500,law_of_total_variance,,,,EI,,FALSE,,CMAES,surrogate,3,21,0.97442009726016,0,8,3
none,log,random,0.25,0,gp,,,,gauss,0,TRUE,EI,,FALSE,,CMAES,surrogate,3,22,0.935814585720066,0,8,3
none,log,random,0.25,0,gp,,,,matern3_2,0,TRUE,EI,,FALSE,,CMAES,surrogate,3,23,1.03638259680301,0,8,3
none,log,random,0.25,0,gp,,,,matern5_2,0,TRUE,EI,,FALSE,,CMAES,surrogate,3,24,1.02260045375468,0,8,3
none,log,random,0.25,0,gp,,,,exp,0,TRUE,EI,,FALSE,,CMAES,surrogate,3,25,0.89353769489341,0,8,3
none,log,random,0.25,0,gp,,,,gauss,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,3,26,0.987707085326728,0,8,3
none,log,random,0.25,0,gp,,,,matern3_2,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,3,27,0.986419430343781,0,8,3
none,log,random,0.25,0,gp,,,,matern5_2,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,3,28,0.966032680655482,0,8,3
none,log,random,0.25,0,gp,,,,exp,1e-3,TRUE,EI,,FALSE,,CMAES,surrogate,3,29,0.782085292231448,0,8,3
none,log,random,0.25,0,gp,,,,gauss,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,3,30,0.93398674302965,0,8,3
none,log,random,0.25,0,gp,,,,matern3_2,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,3,31,1.0420329849452,0,8,3
none,log,random,0.25,0,gp,,,,matern5_2,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,3,32,1.03717619780213,0,8,3
none,log,random,0.25,0,gp,,,,exp,1e-8,TRUE,EI,,FALSE,,CMAES,surrogate,3,33,0.90396419872707,0,8,3
none,log,random,0.25,0,gp,,,,matern3_2,0,FALSE,EI,,FALSE,,CMAES,surrogate,3,34,1.14057244899576,0,8,3
none,log,random,0.25,0,gp,,,,matern5_2,0,FALSE,EI,,FALSE,,CMAES,surrogate,3,35,1.13695983241383,0,8,3
none,log,random,0.25,0,gp,,,,exp,0,FALSE,EI,,FALSE,,CMAES,surrogate,3,36,0.857580131531344,0,8,3
